factor,freq,category,description
fund_quality_ratio_fd_quality_raw_02__fd_quality_raw_04,M,fundamental_quality,fund_quality ratio fd_quality_raw_02/fd_quality_raw_04
fund_quality_ratio_fd_quality_raw_02__fd_quality_raw_05,M,fundamental_quality,fund_quality ratio fd_quality_raw_02/fd_quality_raw_05
fund_quality_ratio_fd_quality_raw_02__fd_quality_raw_06,M,fundamental_quality,fund_quality ratio fd_quality_raw_02/fd_quality_raw_06
fund_quality_ratio_fd_quality_raw_02__fd_quality_raw_07,M,fundamental_quality,fund_quality ratio fd_quality_raw_02/fd_quality_raw_07
fund_quality_ratio_fd_quality_raw_02__fd_quality_raw_08,M,fundamental_quality,fund_quality ratio fd_quality_raw_02/fd_quality_raw_08
fund_quality_ratio_fd_quality_raw_02__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_02/fd_quality_raw_09
fund_quality_ratio_fd_quality_raw_03__fd_quality_raw_04,M,fundamental_quality,fund_quality ratio fd_quality_raw_03/fd_quality_raw_04
fund_quality_ratio_fd_quality_raw_03__fd_quality_raw_05,M,fundamental_quality,fund_quality ratio fd_quality_raw_03/fd_quality_raw_05
fund_quality_ratio_fd_quality_raw_03__fd_quality_raw_06,M,fundamental_quality,fund_quality ratio fd_quality_raw_03/fd_quality_raw_06
fund_quality_ratio_fd_quality_raw_03__fd_quality_raw_07,M,fundamental_quality,fund_quality ratio fd_quality_raw_03/fd_quality_raw_07
fund_quality_ratio_fd_quality_raw_03__fd_quality_raw_08,M,fundamental_quality,fund_quality ratio fd_quality_raw_03/fd_quality_raw_08
fund_quality_ratio_fd_quality_raw_03__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_03/fd_quality_raw_09
fund_quality_ratio_fd_quality_raw_04__fd_quality_raw_05,M,fundamental_quality,fund_quality ratio fd_quality_raw_04/fd_quality_raw_05
fund_quality_ratio_fd_quality_raw_04__fd_quality_raw_06,M,fundamental_quality,fund_quality ratio fd_quality_raw_04/fd_quality_raw_06
fund_quality_ratio_fd_quality_raw_04__fd_quality_raw_07,M,fundamental_quality,fund_quality ratio fd_quality_raw_04/fd_quality_raw_07
fund_quality_ratio_fd_quality_raw_04__fd_quality_raw_08,M,fundamental_quality,fund_quality ratio fd_quality_raw_04/fd_quality_raw_08
fund_quality_ratio_fd_quality_raw_04__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_04/fd_quality_raw_09
fund_quality_ratio_fd_quality_raw_05__fd_quality_raw_06,M,fundamental_quality,fund_quality ratio fd_quality_raw_05/fd_quality_raw_06
fund_quality_ratio_fd_quality_raw_05__fd_quality_raw_07,M,fundamental_quality,fund_quality ratio fd_quality_raw_05/fd_quality_raw_07
fund_quality_ratio_fd_quality_raw_05__fd_quality_raw_08,M,fundamental_quality,fund_quality ratio fd_quality_raw_05/fd_quality_raw_08
fund_quality_ratio_fd_quality_raw_05__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_05/fd_quality_raw_09
fund_quality_ratio_fd_quality_raw_06__fd_quality_raw_07,M,fundamental_quality,fund_quality ratio fd_quality_raw_06/fd_quality_raw_07
fund_quality_ratio_fd_quality_raw_06__fd_quality_raw_08,M,fundamental_quality,fund_quality ratio fd_quality_raw_06/fd_quality_raw_08
fund_quality_ratio_fd_quality_raw_06__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_06/fd_quality_raw_09
fund_quality_ratio_fd_quality_raw_07__fd_quality_raw_08,M,fundamental_quality,fund_quality ratio fd_quality_raw_07/fd_quality_raw_08
fund_quality_ratio_fd_quality_raw_07__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_07/fd_quality_raw_09
fund_quality_ratio_fd_quality_raw_08__fd_quality_raw_09,M,fundamental_quality,fund_quality ratio fd_quality_raw_08/fd_quality_raw_09
fund_quality_rel_fd_quality_disp_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_disp to fd_quality_raw_01
fund_quality_rel_fd_quality_disp_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_disp to fd_quality_raw_02
fund_quality_rel_fd_quality_disp_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_disp to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_01_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_01 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_01_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_01 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_02_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_02 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_02_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_02 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_03_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_03 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_03_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_03 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_04_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_04 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_04_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_04 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_04_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_04 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_05_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_05 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_05_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_05 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_05_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_05 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_06_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_06 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_06_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_06 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_06_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_06 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_07_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_07 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_07_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_07 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_07_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_07 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_08_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_08 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_08_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_08 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_08_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_08 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_09_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_09 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_09_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_09 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_09_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_09 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_10_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_10 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_10_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_10 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_10_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_10 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_11_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_11 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_11_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_11 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_11_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_11 to fd_quality_raw_03
fund_quality_rel_fd_quality_raw_12_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_raw_12 to fd_quality_raw_01
fund_quality_rel_fd_quality_raw_12_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_raw_12 to fd_quality_raw_02
fund_quality_rel_fd_quality_raw_12_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_raw_12 to fd_quality_raw_03
fund_quality_rel_fd_quality_score_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_score to fd_quality_raw_01
fund_quality_rel_fd_quality_score_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_score to fd_quality_raw_02
fund_quality_rel_fd_quality_score_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_score to fd_quality_raw_03
fund_quality_rel_fd_quality_trend_to_fd_quality_raw_01,M,fundamental_quality,fund_quality rel fd_quality_trend to fd_quality_raw_01
fund_quality_rel_fd_quality_trend_to_fd_quality_raw_02,M,fundamental_quality,fund_quality rel fd_quality_trend to fd_quality_raw_02
fund_quality_rel_fd_quality_trend_to_fd_quality_raw_03,M,fundamental_quality,fund_quality rel fd_quality_trend to fd_quality_raw_03
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_02,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_02"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_03,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_03"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_04,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_04"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_05,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_05"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_06,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_06"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_07,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_07"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_01__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_01,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_03,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_03"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_04,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_04"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_05,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_05"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_06,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_06"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_07,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_07"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_02__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_02,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_03__fd_quality_raw_04,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_03,fd_quality_raw_04"
fund_quality_sym_fd_quality_raw_03__fd_quality_raw_05,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_03,fd_quality_raw_05"
fund_quality_sym_fd_quality_raw_03__fd_quality_raw_06,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_03,fd_quality_raw_06"
fund_quality_sym_fd_quality_raw_03__fd_quality_raw_07,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_03,fd_quality_raw_07"
fund_quality_sym_fd_quality_raw_03__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_03,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_03__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_03,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_04__fd_quality_raw_05,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_04,fd_quality_raw_05"
fund_quality_sym_fd_quality_raw_04__fd_quality_raw_06,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_04,fd_quality_raw_06"
fund_quality_sym_fd_quality_raw_04__fd_quality_raw_07,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_04,fd_quality_raw_07"
fund_quality_sym_fd_quality_raw_04__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_04,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_04__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_04,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_05__fd_quality_raw_06,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_05,fd_quality_raw_06"
fund_quality_sym_fd_quality_raw_05__fd_quality_raw_07,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_05,fd_quality_raw_07"
fund_quality_sym_fd_quality_raw_05__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_05,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_05__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_05,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_06__fd_quality_raw_07,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_06,fd_quality_raw_07"
fund_quality_sym_fd_quality_raw_06__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_06,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_06__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_06,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_07__fd_quality_raw_08,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_07,fd_quality_raw_08"
fund_quality_sym_fd_quality_raw_07__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_07,fd_quality_raw_09"
fund_quality_sym_fd_quality_raw_08__fd_quality_raw_09,M,fundamental_quality,"fund_quality symmetric spread fd_quality_raw_08,fd_quality_raw_09"
fund_quality_tanh_fd_quality_disp,M,fundamental_quality,fund_quality tanh fd_quality_disp
fund_quality_tanh_fd_quality_raw_01,M,fundamental_quality,fund_quality tanh fd_quality_raw_01
fund_quality_tanh_fd_quality_raw_02,M,fundamental_quality,fund_quality tanh fd_quality_raw_02
fund_quality_tanh_fd_quality_raw_03,M,fundamental_quality,fund_quality tanh fd_quality_raw_03
fund_quality_tanh_fd_quality_raw_04,M,fundamental_quality,fund_quality tanh fd_quality_raw_04
fund_quality_tanh_fd_quality_raw_05,M,fundamental_quality,fund_quality tanh fd_quality_raw_05
fund_quality_tanh_fd_quality_raw_06,M,fundamental_quality,fund_quality tanh fd_quality_raw_06
fund_quality_tanh_fd_quality_raw_07,M,fundamental_quality,fund_quality tanh fd_quality_raw_07
fund_quality_tanh_fd_quality_raw_08,M,fundamental_quality,fund_quality tanh fd_quality_raw_08
fund_quality_tanh_fd_quality_raw_09,M,fundamental_quality,fund_quality tanh fd_quality_raw_09
fund_quality_tanh_fd_quality_raw_10,M,fundamental_quality,fund_quality tanh fd_quality_raw_10
fund_quality_tanh_fd_quality_raw_11,M,fundamental_quality,fund_quality tanh fd_quality_raw_11
fund_quality_tanh_fd_quality_raw_12,M,fundamental_quality,fund_quality tanh fd_quality_raw_12
fund_quality_tanh_fd_quality_score,M,fundamental_quality,fund_quality tanh fd_quality_score
fund_quality_tanh_fd_quality_trend,M,fundamental_quality,fund_quality tanh fd_quality_trend
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_02,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_02
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_03,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_03
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_04,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_04
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_05
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_06
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_07
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_01__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_01-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_03,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_03
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_04,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_04
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_05
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_06
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_07
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_02__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_02-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_03__fd_valuation_raw_04,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_03-fd_valuation_raw_04
fund_valuation_diff_fd_valuation_raw_03__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_03-fd_valuation_raw_05
fund_valuation_diff_fd_valuation_raw_03__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_03-fd_valuation_raw_06
fund_valuation_diff_fd_valuation_raw_03__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_03-fd_valuation_raw_07
fund_valuation_diff_fd_valuation_raw_03__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_03-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_03__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_03-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_04__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_04-fd_valuation_raw_05
fund_valuation_diff_fd_valuation_raw_04__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_04-fd_valuation_raw_06
fund_valuation_diff_fd_valuation_raw_04__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_04-fd_valuation_raw_07
fund_valuation_diff_fd_valuation_raw_04__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_04-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_04__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_04-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_05__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_05-fd_valuation_raw_06
fund_valuation_diff_fd_valuation_raw_05__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_05-fd_valuation_raw_07
fund_valuation_diff_fd_valuation_raw_05__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_05-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_05__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_05-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_06__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_06-fd_valuation_raw_07
fund_valuation_diff_fd_valuation_raw_06__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_06-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_06__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_06-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_07__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_07-fd_valuation_raw_08
fund_valuation_diff_fd_valuation_raw_07__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_07-fd_valuation_raw_09
fund_valuation_diff_fd_valuation_raw_08__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation diff fd_valuation_raw_08-fd_valuation_raw_09
fund_valuation_lvl_fd_valuation_disp,M,fundamental_valuation,fund_valuation level fd_valuation_disp
fund_valuation_lvl_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation level fd_valuation_raw_01
fund_valuation_lvl_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation level fd_valuation_raw_02
fund_valuation_lvl_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation level fd_valuation_raw_03
fund_valuation_lvl_fd_valuation_raw_04,M,fundamental_valuation,fund_valuation level fd_valuation_raw_04
fund_valuation_lvl_fd_valuation_raw_05,M,fundamental_valuation,fund_valuation level fd_valuation_raw_05
fund_valuation_lvl_fd_valuation_raw_06,M,fundamental_valuation,fund_valuation level fd_valuation_raw_06
fund_valuation_lvl_fd_valuation_raw_07,M,fundamental_valuation,fund_valuation level fd_valuation_raw_07
fund_valuation_lvl_fd_valuation_raw_08,M,fundamental_valuation,fund_valuation level fd_valuation_raw_08
fund_valuation_lvl_fd_valuation_raw_09,M,fundamental_valuation,fund_valuation level fd_valuation_raw_09
fund_valuation_lvl_fd_valuation_raw_10,M,fundamental_valuation,fund_valuation level fd_valuation_raw_10
fund_valuation_lvl_fd_valuation_raw_11,M,fundamental_valuation,fund_valuation level fd_valuation_raw_11
fund_valuation_lvl_fd_valuation_raw_12,M,fundamental_valuation,fund_valuation level fd_valuation_raw_12
fund_valuation_lvl_fd_valuation_score,M,fundamental_valuation,fund_valuation level fd_valuation_score
fund_valuation_lvl_fd_valuation_trend,M,fundamental_valuation,fund_valuation level fd_valuation_trend
fund_valuation_neg_fd_valuation_disp,M,fundamental_valuation,fund_valuation negative fd_valuation_disp
fund_valuation_neg_fd_valuation_raw_01,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_01
fund_valuation_neg_fd_valuation_raw_02,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_02
fund_valuation_neg_fd_valuation_raw_03,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_03
fund_valuation_neg_fd_valuation_raw_04,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_04
fund_valuation_neg_fd_valuation_raw_05,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_05
fund_valuation_neg_fd_valuation_raw_06,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_06
fund_valuation_neg_fd_valuation_raw_07,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_07
fund_valuation_neg_fd_valuation_raw_08,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_08
fund_valuation_neg_fd_valuation_raw_09,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_09
fund_valuation_neg_fd_valuation_raw_10,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_10
fund_valuation_neg_fd_valuation_raw_11,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_11
fund_valuation_neg_fd_valuation_raw_12,M,fundamental_valuation,fund_valuation negative fd_valuation_raw_12
fund_valuation_neg_fd_valuation_score,M,fundamental_valuation,fund_valuation negative fd_valuation_score
fund_valuation_neg_fd_valuation_trend,M,fundamental_valuation,fund_valuation negative fd_valuation_trend
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_02,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_02
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_03,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_03
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_04,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_04
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_05
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_06
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_07
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_01__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_01/fd_valuation_raw_09
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_03,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_03
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_04,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_04
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_05,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_05
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_06,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_06
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_07,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_07
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_08,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_08
fund_valuation_ratio_fd_valuation_raw_02__fd_valuation_raw_09,M,fundamental_valuation,fund_valuation ratio fd_valuation_raw_02/fd_valuation_raw_09
