factor,freq,category,description
fdsrc_ak_em__capital_leverage_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__capital_leverage_ratio
fdsrc_ak_em__capital_provisions_sum,D,auto_panel,auto passthrough: fdsrc_ak_em__capital_provisions_sum
fdsrc_ak_em__cash_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__cash_ratio
fdsrc_ak_em__chzzl,D,auto_panel,auto passthrough: fdsrc_ak_em__chzzl
fdsrc_ak_em__chzzts,D,auto_panel,auto passthrough: fdsrc_ak_em__chzzts
fdsrc_ak_em__cqbl,D,auto_panel,auto passthrough: fdsrc_ak_em__cqbl
fdsrc_ak_em__current_asset_tr,D,auto_panel,auto passthrough: fdsrc_ak_em__current_asset_tr
fdsrc_ak_em__djd_deductdpnp_qoq,D,auto_panel,auto passthrough: fdsrc_ak_em__djd_deductdpnp_qoq
fdsrc_ak_em__djd_deductdpnp_yoy,D,auto_panel,auto passthrough: fdsrc_ak_em__djd_deductdpnp_yoy
fdsrc_ak_em__djd_dpnp_qoq,D,auto_panel,auto passthrough: fdsrc_ak_em__djd_dpnp_qoq
fdsrc_ak_em__djd_dpnp_yoy,D,auto_panel,auto passthrough: fdsrc_ak_em__djd_dpnp_yoy
fdsrc_ak_em__djd_toi_qoq,D,auto_panel,auto passthrough: fdsrc_ak_em__djd_toi_qoq
fdsrc_ak_em__djd_toi_yoy,D,auto_panel,auto passthrough: fdsrc_ak_em__djd_toi_yoy
fdsrc_ak_em__epsjb,D,auto_panel,auto passthrough: fdsrc_ak_em__epsjb
fdsrc_ak_em__epsjbtz,D,auto_panel,auto passthrough: fdsrc_ak_em__epsjbtz
fdsrc_ak_em__epskcjb,D,auto_panel,auto passthrough: fdsrc_ak_em__epskcjb
fdsrc_ak_em__epsxs,D,auto_panel,auto passthrough: fdsrc_ak_em__epsxs
fdsrc_ak_em__fc_liabilities,D,auto_panel,auto passthrough: fdsrc_ak_em__fc_liabilities
fdsrc_ak_em__fcff_back,D,auto_panel,auto passthrough: fdsrc_ak_em__fcff_back
fdsrc_ak_em__fcff_forward,D,auto_panel,auto passthrough: fdsrc_ak_em__fcff_forward
fdsrc_ak_em__first_adequacy_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__first_adequacy_ratio
fdsrc_ak_em__fixed_asset_tr,D,auto_panel,auto passthrough: fdsrc_ak_em__fixed_asset_tr
fdsrc_ak_em__grossloans,D,auto_panel,auto passthrough: fdsrc_ak_em__grossloans
fdsrc_ak_em__guard_speed_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__guard_speed_ratio
fdsrc_ak_em__hxyjbczl,D,auto_panel,auto passthrough: fdsrc_ak_em__hxyjbczl
fdsrc_ak_em__interest_coverage_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__interest_coverage_ratio
fdsrc_ak_em__interest_debt_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__interest_debt_ratio
fdsrc_ak_em__jyxjlyysr,D,auto_panel,auto passthrough: fdsrc_ak_em__jyxjlyysr
fdsrc_ak_em__jzb,D,auto_panel,auto passthrough: fdsrc_ak_em__jzb
fdsrc_ak_em__jzbjzc,D,auto_panel,auto passthrough: fdsrc_ak_em__jzbjzc
fdsrc_ak_em__jzc,D,auto_panel,auto passthrough: fdsrc_ak_em__jzc
fdsrc_ak_em__kcfjcxsyjlr,D,auto_panel,auto passthrough: fdsrc_ak_em__kcfjcxsyjlr
fdsrc_ak_em__kcfjcxsyjlrtz,D,auto_panel,auto passthrough: fdsrc_ak_em__kcfjcxsyjlrtz
fdsrc_ak_em__kfjlrgdhbzc,D,auto_panel,auto passthrough: fdsrc_ak_em__kfjlrgdhbzc
fdsrc_ak_em__ld,D,auto_panel,auto passthrough: fdsrc_ak_em__ld
fdsrc_ak_em__liability,D,auto_panel,auto passthrough: fdsrc_ak_em__liability
fdsrc_ak_em__liquidation_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__liquidation_ratio
fdsrc_ak_em__liquidity_coverage_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__liquidity_coverage_ratio
fdsrc_ak_em__loan_advances,D,auto_panel,auto passthrough: fdsrc_ak_em__loan_advances
fdsrc_ak_em__loan_provision_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__loan_provision_ratio
fdsrc_ak_em__ltdrr,D,auto_panel,auto passthrough: fdsrc_ak_em__ltdrr
fdsrc_ak_em__mgjyxjje,D,auto_panel,auto passthrough: fdsrc_ak_em__mgjyxjje
fdsrc_ak_em__mgjyxjjetz,D,auto_panel,auto passthrough: fdsrc_ak_em__mgjyxjjetz
fdsrc_ak_em__mgwfplr,D,auto_panel,auto passthrough: fdsrc_ak_em__mgwfplr
fdsrc_ak_em__mgwfplrtz,D,auto_panel,auto passthrough: fdsrc_ak_em__mgwfplrtz
fdsrc_ak_em__mgzbgj,D,auto_panel,auto passthrough: fdsrc_ak_em__mgzbgj
fdsrc_ak_em__mgzbgjtz,D,auto_panel,auto passthrough: fdsrc_ak_em__mgzbgjtz
fdsrc_ak_em__mlr,D,auto_panel,auto passthrough: fdsrc_ak_em__mlr
fdsrc_ak_em__nca_ta,D,auto_panel,auto passthrough: fdsrc_ak_em__nca_ta
fdsrc_ak_em__nco_fixed,D,auto_panel,auto passthrough: fdsrc_ak_em__nco_fixed
fdsrc_ak_em__nco_netprofit,D,auto_panel,auto passthrough: fdsrc_ak_em__nco_netprofit
fdsrc_ak_em__nco_op,D,auto_panel,auto passthrough: fdsrc_ak_em__nco_op
fdsrc_ak_em__net_assets_liabilities,D,auto_panel,auto passthrough: fdsrc_ak_em__net_assets_liabilities
fdsrc_ak_em__net_capital_liabilities,D,auto_panel,auto passthrough: fdsrc_ak_em__net_capital_liabilities
fdsrc_ak_em__net_funding_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__net_funding_ratio
fdsrc_ak_em__net_interest_margin,D,auto_panel,auto passthrough: fdsrc_ak_em__net_interest_margin
fdsrc_ak_em__net_interest_spread,D,auto_panel,auto passthrough: fdsrc_ak_em__net_interest_spread
fdsrc_ak_em__netprofitrphbzc,D,auto_panel,auto passthrough: fdsrc_ak_em__netprofitrphbzc
fdsrc_ak_em__newcapitalader,D,auto_panel,auto passthrough: fdsrc_ak_em__newcapitalader
fdsrc_ak_em__non_performing_loan,D,auto_panel,auto passthrough: fdsrc_ak_em__non_performing_loan
fdsrc_ak_em__nonperloan,D,auto_panel,auto passthrough: fdsrc_ak_em__nonperloan
fdsrc_ak_em__nzbje,D,auto_panel,auto passthrough: fdsrc_ak_em__nzbje
fdsrc_ak_em__operate_cycle,D,auto_panel,auto passthrough: fdsrc_ak_em__operate_cycle
fdsrc_ak_em__overdue_loans,D,auto_panel,auto passthrough: fdsrc_ak_em__overdue_loans
fdsrc_ak_em__parentnetprofit,D,auto_panel,auto passthrough: fdsrc_ak_em__parentnetprofit
fdsrc_ak_em__parentnetprofittz,D,auto_panel,auto passthrough: fdsrc_ak_em__parentnetprofittz
fdsrc_ak_em__payable_tdays,D,auto_panel,auto passthrough: fdsrc_ak_em__payable_tdays
fdsrc_ak_em__per_ebit,D,auto_panel,auto passthrough: fdsrc_ak_em__per_ebit
fdsrc_ak_em__per_oi,D,auto_panel,auto passthrough: fdsrc_ak_em__per_oi
fdsrc_ak_em__per_toi,D,auto_panel,auto passthrough: fdsrc_ak_em__per_toi
fdsrc_ak_em__prepaid_accounts_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__prepaid_accounts_ratio
fdsrc_ak_em__prepaid_accounts_tdays,D,auto_panel,auto passthrough: fdsrc_ak_em__prepaid_accounts_tdays
fdsrc_ak_em__proprietary_capital,D,auto_panel,auto passthrough: fdsrc_ak_em__proprietary_capital
fdsrc_ak_em__qycs,D,auto_panel,auto passthrough: fdsrc_ak_em__qycs
fdsrc_ak_em__report_lag_days,D,auto_panel,auto passthrough: fdsrc_ak_em__report_lag_days
fdsrc_ak_em__report_year,D,auto_panel,auto passthrough: fdsrc_ak_em__report_year
fdsrc_ak_em__revenue_ratio,D,auto_panel,auto passthrough: fdsrc_ak_em__revenue_ratio
fdsrc_ak_em__risk_coverage,D,auto_panel,auto passthrough: fdsrc_ak_em__risk_coverage
fdsrc_ak_em__roejq,D,auto_panel,auto passthrough: fdsrc_ak_em__roejq
fdsrc_ak_em__roejqtz,D,auto_panel,auto passthrough: fdsrc_ak_em__roejqtz
fdsrc_ak_em__roekcjq,D,auto_panel,auto passthrough: fdsrc_ak_em__roekcjq
fdsrc_ak_em__roic,D,auto_panel,auto passthrough: fdsrc_ak_em__roic
fdsrc_ak_em__roictz,D,auto_panel,auto passthrough: fdsrc_ak_em__roictz
fdsrc_ak_em__sd,D,auto_panel,auto passthrough: fdsrc_ak_em__sd
fdsrc_ak_em__ss_oi,D,auto_panel,auto passthrough: fdsrc_ak_em__ss_oi
fdsrc_ak_em__ss_ta,D,auto_panel,auto passthrough: fdsrc_ak_em__ss_ta
fdsrc_ak_em__staff_num,D,auto_panel,auto passthrough: fdsrc_ak_em__staff_num
fdsrc_ak_em__taxrate,D,auto_panel,auto passthrough: fdsrc_ak_em__taxrate
fdsrc_ak_em__toazzl,D,auto_panel,auto passthrough: fdsrc_ak_em__toazzl
fdsrc_ak_em__totaldeposits,D,auto_panel,auto passthrough: fdsrc_ak_em__totaldeposits
fdsrc_ak_em__totaloperatereve,D,auto_panel,auto passthrough: fdsrc_ak_em__totaloperatereve
fdsrc_ak_em__totaloperaterevetz,D,auto_panel,auto passthrough: fdsrc_ak_em__totaloperaterevetz
fdsrc_ak_em__xjllb,D,auto_panel,auto passthrough: fdsrc_ak_em__xjllb
fdsrc_ak_em__xsjll,D,auto_panel,auto passthrough: fdsrc_ak_em__xsjll
fdsrc_ak_em__xsjxlyysr,D,auto_panel,auto passthrough: fdsrc_ak_em__xsjxlyysr
fdsrc_ak_em__xsmll,D,auto_panel,auto passthrough: fdsrc_ak_em__xsmll
fdsrc_ak_em__xsmll_tb,D,auto_panel,auto passthrough: fdsrc_ak_em__xsmll_tb
fdsrc_ak_em__yszkyysr,D,auto_panel,auto passthrough: fdsrc_ak_em__yszkyysr
fdsrc_ak_em__yszkzzl,D,auto_panel,auto passthrough: fdsrc_ak_em__yszkzzl
fdsrc_ak_em__yszkzzts,D,auto_panel,auto passthrough: fdsrc_ak_em__yszkzzts
fdsrc_ak_em__yyzsrgdhbzc,D,auto_panel,auto passthrough: fdsrc_ak_em__yyzsrgdhbzc
fdsrc_ak_em__zcfzl,D,auto_panel,auto passthrough: fdsrc_ak_em__zcfzl
fdsrc_ak_em__zcfzltz,D,auto_panel,auto passthrough: fdsrc_ak_em__zcfzltz
fdsrc_ak_em__zygdsylzqjzb,D,auto_panel,auto passthrough: fdsrc_ak_em__zygdsylzqjzb
fdsrc_ak_em__zzcjll,D,auto_panel,auto passthrough: fdsrc_ak_em__zzcjll
fdsrc_ak_em__zzcjlltz,D,auto_panel,auto passthrough: fdsrc_ak_em__zzcjlltz
fdsrc_ak_em__zzczzts,D,auto_panel,auto passthrough: fdsrc_ak_em__zzczzts
fdsrc_ak_sina__c_048b215d36d5,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_048b215d36d5
fdsrc_ak_sina__c_0a763f4b5df9,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_0a763f4b5df9
fdsrc_ak_sina__c_0a7c80aa230b,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_0a7c80aa230b
fdsrc_ak_sina__c_0cc2873f8c2f,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_0cc2873f8c2f
fdsrc_ak_sina__c_0ef89da53dd4,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_0ef89da53dd4
fdsrc_ak_sina__c_13276ba12322,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_13276ba12322
fdsrc_ak_sina__c_14a019094c94,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_14a019094c94
fdsrc_ak_sina__c_15aff87cb49c,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_15aff87cb49c
fdsrc_ak_sina__c_1db7a1ba5f35,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_1db7a1ba5f35
fdsrc_ak_sina__c_230de0d4d474,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_230de0d4d474
fdsrc_ak_sina__c_2de2f341245a,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_2de2f341245a
fdsrc_ak_sina__c_32509501ef3c,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_32509501ef3c
fdsrc_ak_sina__c_3b7aec390dab,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_3b7aec390dab
fdsrc_ak_sina__c_461648185a7f,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_461648185a7f
fdsrc_ak_sina__c_539bfad58b8f,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_539bfad58b8f
fdsrc_ak_sina__c_634f112508b3,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_634f112508b3
fdsrc_ak_sina__c_695fa8989a68,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_695fa8989a68
fdsrc_ak_sina__c_70c68686ca68,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_70c68686ca68
fdsrc_ak_sina__c_77cd7c725b32,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_77cd7c725b32
fdsrc_ak_sina__c_7f33c2b84005,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_7f33c2b84005
fdsrc_ak_sina__c_98c4027e56f5,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_98c4027e56f5
fdsrc_ak_sina__c_9e5884c7ac5f,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_9e5884c7ac5f
fdsrc_ak_sina__c_abab95e1bf19,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_abab95e1bf19
fdsrc_ak_sina__c_bd0bf799c0a1,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_bd0bf799c0a1
fdsrc_ak_sina__c_c6c19efcfded,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_c6c19efcfded
fdsrc_ak_sina__c_d731063915ae,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_d731063915ae
fdsrc_ak_sina__c_e82d1cf5ba94,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_e82d1cf5ba94
fdsrc_ak_sina__c_ef6c1401199f,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_ef6c1401199f
fdsrc_ak_sina__c_f053afd59cc1,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_f053afd59cc1
fdsrc_ak_sina__c_febb570efea0,D,auto_panel,auto passthrough: fdsrc_ak_sina__c_febb570efea0
fdsrc_ak_sina__f_1,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_1
fdsrc_ak_sina__f_1_2,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_1_2
fdsrc_ak_sina__f_1_2_02,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_1_2_02
fdsrc_ak_sina__f_1_2_03,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_1_2_03
fdsrc_ak_sina__f_2_3,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_2_3
fdsrc_ak_sina__f_2_3_02,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_2_3_02
fdsrc_ak_sina__f_2_3_03,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_2_3_03
fdsrc_ak_sina__f_3,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_3
fdsrc_ak_sina__f_3_02,D,auto_panel,auto passthrough: fdsrc_ak_sina__f_3_02
fdsrc_ak_sina__pct,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct
fdsrc_ak_sina__pct_02,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_02
fdsrc_ak_sina__pct_03,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_03
fdsrc_ak_sina__pct_04,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_04
fdsrc_ak_sina__pct_05,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_05
fdsrc_ak_sina__pct_06,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_06
fdsrc_ak_sina__pct_07,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_07
fdsrc_ak_sina__pct_08,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_08
fdsrc_ak_sina__pct_09,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_09
fdsrc_ak_sina__pct_10,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_10
fdsrc_ak_sina__pct_11,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_11
fdsrc_ak_sina__pct_12,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_12
fdsrc_ak_sina__pct_13,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_13
fdsrc_ak_sina__pct_14,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_14
fdsrc_ak_sina__pct_15,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_15
fdsrc_ak_sina__pct_16,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_16
fdsrc_ak_sina__pct_17,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_17
fdsrc_ak_sina__pct_18,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_18
fdsrc_ak_sina__pct_19,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_19
fdsrc_ak_sina__pct_20,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_20
fdsrc_ak_sina__pct_21,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_21
fdsrc_ak_sina__pct_22,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_22
fdsrc_ak_sina__pct_23,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_23
fdsrc_ak_sina__pct_24,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_24
fdsrc_ak_sina__pct_25,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_25
fdsrc_ak_sina__pct_26,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_26
fdsrc_ak_sina__pct_27,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_27
fdsrc_ak_sina__pct_28,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_28
fdsrc_ak_sina__pct_29,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_29
fdsrc_ak_sina__pct_30,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_30
fdsrc_ak_sina__pct_31,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_31
fdsrc_ak_sina__pct_32,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_32
fdsrc_ak_sina__pct_33,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_33
fdsrc_ak_sina__pct_34,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_34
fdsrc_ak_sina__pct_35,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_35
fdsrc_ak_sina__pct_36,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_36
fdsrc_ak_sina__pct_37,D,auto_panel,auto passthrough: fdsrc_ak_sina__pct_37
fdsrc_bsq_balance__assettoequity,D,auto_panel,auto passthrough: fdsrc_bsq_balance__assettoequity
fdsrc_bsq_balance__cashratio,D,auto_panel,auto passthrough: fdsrc_bsq_balance__cashratio
fdsrc_bsq_balance__currentratio,D,auto_panel,auto passthrough: fdsrc_bsq_balance__currentratio
fdsrc_bsq_balance__liabilitytoasset,D,auto_panel,auto passthrough: fdsrc_bsq_balance__liabilitytoasset
fdsrc_bsq_balance__quickratio,D,auto_panel,auto passthrough: fdsrc_bsq_balance__quickratio
fdsrc_bsq_balance__yoyliability,D,auto_panel,auto passthrough: fdsrc_bsq_balance__yoyliability
fdsrc_bsq_cash_flow__catoasset,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__catoasset
fdsrc_bsq_cash_flow__cfotogr,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__cfotogr
fdsrc_bsq_cash_flow__cfotonp,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__cfotonp
fdsrc_bsq_cash_flow__cfotoor,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__cfotoor
fdsrc_bsq_cash_flow__ebittointerest,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__ebittointerest
fdsrc_bsq_cash_flow__ncatoasset,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__ncatoasset
fdsrc_bsq_cash_flow__tangibleassettoasset,D,auto_panel,auto passthrough: fdsrc_bsq_cash_flow__tangibleassettoasset
fdsrc_bsq_dupont__dupontassetstoequity,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontassetstoequity
fdsrc_bsq_dupont__dupontassetturn,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontassetturn
fdsrc_bsq_dupont__dupontebittogr,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontebittogr
fdsrc_bsq_dupont__dupontintburden,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontintburden
fdsrc_bsq_dupont__dupontnitogr,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontnitogr
fdsrc_bsq_dupont__dupontpnitoni,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontpnitoni
fdsrc_bsq_dupont__dupontroe,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__dupontroe
fdsrc_bsq_dupont__duponttaxburden,D,auto_panel,auto passthrough: fdsrc_bsq_dupont__duponttaxburden
fdsrc_bsq_forecast__profitforcastchgpctdwn,D,auto_panel,auto passthrough: fdsrc_bsq_forecast__profitforcastchgpctdwn
fdsrc_bsq_forecast__profitforcastchgpctup,D,auto_panel,auto passthrough: fdsrc_bsq_forecast__profitforcastchgpctup
fdsrc_bsq_growth__yoyasset,D,auto_panel,auto passthrough: fdsrc_bsq_growth__yoyasset
fdsrc_bsq_growth__yoyepsbasic,D,auto_panel,auto passthrough: fdsrc_bsq_growth__yoyepsbasic
fdsrc_bsq_growth__yoyequity,D,auto_panel,auto passthrough: fdsrc_bsq_growth__yoyequity
fdsrc_bsq_growth__yoyni,D,auto_panel,auto passthrough: fdsrc_bsq_growth__yoyni
fdsrc_bsq_growth__yoypni,D,auto_panel,auto passthrough: fdsrc_bsq_growth__yoypni
fdsrc_bsq_operation__assetturnratio,D,auto_panel,auto passthrough: fdsrc_bsq_operation__assetturnratio
fdsrc_bsq_operation__caturnratio,D,auto_panel,auto passthrough: fdsrc_bsq_operation__caturnratio
fdsrc_bsq_operation__invturndays,D,auto_panel,auto passthrough: fdsrc_bsq_operation__invturndays
fdsrc_bsq_operation__invturnratio,D,auto_panel,auto passthrough: fdsrc_bsq_operation__invturnratio
fdsrc_bsq_operation__nrturndays,D,auto_panel,auto passthrough: fdsrc_bsq_operation__nrturndays
fdsrc_bsq_operation__nrturnratio,D,auto_panel,auto passthrough: fdsrc_bsq_operation__nrturnratio
fdsrc_bsq_perf_express__performanceexpressepschgpct,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpressepschgpct
fdsrc_bsq_perf_express__performanceexpressepsdiluted,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpressepsdiluted
fdsrc_bsq_perf_express__performanceexpressgryoy,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpressgryoy
fdsrc_bsq_perf_express__performanceexpressnetasset,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpressnetasset
fdsrc_bsq_perf_express__performanceexpressopyoy,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpressopyoy
fdsrc_bsq_perf_express__performanceexpressroewa,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpressroewa
fdsrc_bsq_perf_express__performanceexpresstotalasset,D,auto_panel,auto passthrough: fdsrc_bsq_perf_express__performanceexpresstotalasset
fdsrc_bsq_profit__epsttm,D,auto_panel,auto passthrough: fdsrc_bsq_profit__epsttm
fdsrc_bsq_profit__gpmargin,D,auto_panel,auto passthrough: fdsrc_bsq_profit__gpmargin
fdsrc_bsq_profit__liqashare,D,auto_panel,auto passthrough: fdsrc_bsq_profit__liqashare
fdsrc_bsq_profit__mbrevenue,D,auto_panel,auto passthrough: fdsrc_bsq_profit__mbrevenue
fdsrc_bsq_profit__netprofit,D,auto_panel,auto passthrough: fdsrc_bsq_profit__netprofit
fdsrc_bsq_profit__npmargin,D,auto_panel,auto passthrough: fdsrc_bsq_profit__npmargin
fdsrc_bsq_profit__roeavg,D,auto_panel,auto passthrough: fdsrc_bsq_profit__roeavg
fdsrc_bsq_profit__totalshare,D,auto_panel,auto passthrough: fdsrc_bsq_profit__totalshare
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_02,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_02
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_03,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_03
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_04,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_04
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_05,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_05
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_06,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_06
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_07,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_07
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_08,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_08
fund_cashflow_diff_fd_cashflow_raw_01__fd_cashflow_raw_09,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_01-fd_cashflow_raw_09
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_03,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_02-fd_cashflow_raw_03
fund_cashflow_diff_fd_cashflow_raw_02__fd_cashflow_raw_04,D,fundamental_cashflow,fund_cashflow diff fd_cashflow_raw_02-fd_cashflow_raw_04
